"","group","id","baselang","block","itemnum","currtrial","trialtype","condition","locationcrit","cstype","csdetail","lentwobefore","lenonebefore","lencrit","lenoneafter","lentwoafter","lenthreeafter","Sentence..or.sentence.MD5.","Reading.time_-2","Reading.time_-1","Reading.time_0","Reading.time_1","Reading.time_2","Reading.time_3","Parameter_-2","Parameter_-1","Parameter_0","Parameter_1","Parameter_2","Parameter_3","Value_-2","Value_-1","Value_0","Value_1","Value_2","Value_3","Flankercongruency","FlankerRT","Flanktimeout","FlankerAcc","Flankercorrect_response","QuestionRT","QuestionAcc","Questioncorrect_response"
"6496","8","A8684","Spanish",2,351,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,11,3,9,3,5,"El jefe anunció que las secretarias are notifying the media about the strike.",368,383,374,337,406,331,"5","6","7","8","9","10","las","secretarias","are","notifying","the","media","Incong",657,"NO",1,"F",1836,1,"J"
"6497","8","A8684","Spanish",2,357,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,7,3,10,5,5,"El entrenador mencionó que los atletas han practicado cinco horas al día.",638,363,418,384,403,438,"5","6","7","8","9","10","los","atletas","han","practicado","cinco","horas","Incong",627,"NO",1,"J",3022,1,"J"
"6498","8","A8684","Spanish",2,362,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,7,5,9,3,11,"El entrenador dijo que los atletas están ignorando los comentarios del equipo opuesto.",358,348,337,396,392,319,"5","6","7","8","9","10","los","atletas","están","ignorando","los","comentarios","Incong",485,"NO",0,"F",1832,1,"F"
"6499","8","A8684","Spanish",2,365,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,12,4,7,5,5,"El locutor dijo que los entrenadores have reached their goals with the players.",384,550,655,441,368,379,"5","6","7","8","9","10","los","entrenadores","have","reached","their","goals","Incong",739,"NO",1,"F",4693,1,"F"
"6500","8","A8684","Spanish",2,371,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",12,2,6,2,3,6,"Los trabajadores construyeron el bridge in two months.",523,480,390,321,331,357,"3","4","5","6","7","8","construyeron","el","bridge","in","two","months.","Incong",536,"NO",0,"J",3784,1,"F"
"6501","8","A8684","Spanish",2,376,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",7,2,6,3,2,8,"El político terminó la guerra con su discurso emocionante.",368,353,326,364,544,360,"3","4","5","6","7","8","terminó","la","guerra","con","su","discurso","Cong",506,"NO",1,"F",1757,1,"J"
"6502","8","A8684","Spanish",2,382,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",7,3,8,3,7,4,"La revista indicó que los actores han answered the letters from their fans.",342,382,325,411,426,714,"6","7","8","9","10","11","actores","han","answered","the","letters","from","Incong",851,"NO",1,"F",1499,1,"F"
"6503","8","A8684","Spanish",2,388,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,9,3,11,3,5,"El presidente anunció que los senadores are negotiating the terms of the agreement.",296,369,391,427,447,390,"5","6","7","8","9","10","los","senadores","are","negotiating","the","terms","Cong",632,"NO",1,"F",1389,0,"F"
"6504","8","A8684","Spanish",2,393,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",7,2,4,2,3,4,"Mi hija arregló la wall in her room.",480,360,359,342,320,342,"3","4","5","6","7","8","arregló","la","wall","in","her","room.","Cong",487,"NO",1,"J",2068,1,"F"
"6505","8","A8684","Spanish",2,398,"CS","Sentence","II_Flanker_Sent",8,"progressive","part",8,5,9,3,12,2,"El director afirmó que los técnicos están repairing the photocopiers in the school library.",355,316,314,444,490,369,"6","7","8","9","10","11","técnicos","están","repairing","the","photocopiers","in","Incong",455,"NO",0,"J",4476,1,"F"
"6506","8","A8684","Spanish",2,403,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",11,5,9,3,11,3,"El editor notó que los voluntarios están arranging the photographs for the Entertainment section.",314,428,389,399,385,343,"6","7","8","9","10","11","voluntarios","están","arranging","the","photographs","for","Cong",441,"NO",1,"J",4471,0,"J"
"6507","8","A8684","Spanish",2,409,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",10,5,8,3,7,0,"El astrónomo confirma que los asteroides están changing the weather.",326,499,459,380,389,NA,"6","7","8","9","10",NA,"asteroides","están","changing","the","weather.",NA,"Cong",545,"NO",1,"J",2019,1,"J"
"6508","8","A8684","Spanish",2,417,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",12,3,8,3,4,3,"El director dijo que los instructores han prepared the exam for the students.",419,482,408,502,437,378,"6","7","8","9","10","11","instructores","han","prepared","the","exam","for","Incong",457,"NO",0,"F",1554,0,"F"
"6509","8","A8684","Spanish",2,422,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,9,5,11,2,11,"El general mencionó que los veteranos están disfrutando la celebración en su honor.",443,402,437,440,429,351,"5","6","7","8","9","10","los","veteranos","están","disfrutando","la","celebración","Cong",357,"NO",1,"J",4078,0,"F"
"6510","8","A8684","Spanish",2,431,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",4,2,8,3,5,10,"El equipo ganó el concurso con mucha dificultad.",559,369,359,407,394,296,"3","4","5","6","7","8","ganó","el","concurso","con","mucha","dificultad.","Cong",621,"NO",1,"J",2138,1,"J"
"6511","8","A8684","Spanish",2,434,"CS","Sentence","II_Flanker_Sent",8,"progressive","part",10,5,7,5,7,2,"Los estudiantes notaron que las profesoras están placing their quizzes on the bookshelf.",369,506,454,426,341,386,"6","7","8","9","10","11","profesoras","están","placing","their","quizzes","on","Incong",615,"NO",1,"F",2227,0,"J"
"6512","8","A8684","Spanish",2,440,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,11,4,9,5,8,"El psiquiatra afirmó que los prisioneros have justified their behavior in the session.",539,464,371,404,398,379,"5","6","7","8","9","10","los","prisioneros","have","justified","their","behavior","Cong",1013,"YES",NA,"J",2628,1,"J"
"6513","8","A8684","Spanish",2,445,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",5,2,6,3,3,7,"La familia buscó el barrio con los mejores vecinos.",420,365,347,386,367,403,"3","4","5","6","7","8","buscó","el","barrio","con","los","mejores","Incong",570,"NO",1,"F",2073,1,"J"
"6514","8","A8684","Spanish",2,451,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",4,2,4,2,3,7,"El mago leyó la mind of the skeptic.",341,380,290,415,335,286,"3","4","5","6","7","8","leyó","la","mind","of","the","skeptic.","Incong",592,"NO",0,"F",2431,1,"J"
"6515","8","A8684","Spanish",2,459,"Mono","Sentence","CC_Flanker_Sent",8,"perfect","part",9,3,9,2,8,4,"El contador cree que los banqueros han negociado el préstamo para los clientes.",417,401,462,399,450,376,"6","7","8","9","10","11","banqueros","han","negociado","el","préstamo","para","Cong",481,"NO",1,"J",2759,1,"F"
"6516","8","A8684","Spanish",2,462,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",8,2,5,2,4,3,"La estudiante escribió el essay in just one hour.",392,422,447,355,337,324,"3","4","5","6","7","8","escribió","el","essay","in","just","one","Incong",664,"NO",1,"J",1309,1,"F"
"6517","8","A8684","Spanish",2,467,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",11,5,11,3,11,4,"La estilista confirmó que los diseñadores están organizando sus colecciones para el desfile de moda.",320,372,355,518,378,336,"6","7","8","9","10","11","diseñadores","están","organizando","sus","colecciones","para","Incong",553,"NO",1,"F",2794,1,"F"
"6518","8","A8684","Spanish",2,472,"Mono","Sentence","CC_Flanker_Sent",13,"det-noun","masc",3,3,6,2,8,0,"La cafetería empezó a cocinar platos más saludables después de que los padres se quejaron.",328,264,257,266,308,NA,"11","12","13","14","15",NA,"que","los","padres","se","quejaron.",NA,"Cong",370,"NO",1,"J",2360,1,"J"
"6519","8","A8684","Spanish",2,479,"Mono","Sentence","IC_Flanker_Sent",10,"det-noun","masc",1,3,14,2,3,9,"Una avalancha en la montaña casi atrapa a los excursionistas en los albergues.",411,425,367,457,305,307,"8","9","10","11","12","13","a","los","excursionistas","en","los","albergues.","Incong",595,"NO",1,"J",3777,1,"J"
"6520","8","A8684","Spanish",2,482,"Mono","Sentence","CC_Flanker_Sent",8,"perfect","part",10,3,8,3,7,2,"La familia notó que los jardineros han plantado los árboles en el patio trasero.",365,324,351,391,348,386,"6","7","8","9","10","11","jardineros","han","plantado","los","árboles","en","Cong",644,"NO",1,"F",1988,1,"F"
"6521","8","A8684","Spanish",2,487,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",7,2,6,4,3,7,"El granjero recogió el cotton with the complex machine.",459,531,448,419,352,455,"3","4","5","6","7","8","recogió","el","cotton","with","the","complex","Cong",639,"NO",1,"F",2482,1,"J"
"6522","8","A8684","Spanish",2,492,"Mono","Sentence","CC_Flanker_Sent",8,"progressive","part",11,5,8,2,6,2,"La reportera afirmó que los científicos están probando la vacuna en ratas.",326,375,338,439,332,336,"6","7","8","9","10","11","científicos","están","probando","la","vacuna","en","Cong",656,"NO",1,"F",1724,1,"J"
"6523","8","A8684","Spanish",2,498,"Mono","Sentence","IC_Flanker_Sent",8,"perfect","part",11,3,6,2,4,4,"El carcelero dijo que los prisioneros han lavado su ropa para la semana.",462,351,426,369,315,352,"6","7","8","9","10","11","prisioneros","han","lavado","su","ropa","para","Incong",760,"NO",1,"F",2566,1,"J"
"6524","8","A8684","Spanish",2,503,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",6,2,6,7,2,3,"Mi madre plantó el jardín durante el fin de semana.",344,319,333,337,356,347,"3","4","5","6","7","8","plantó","el","jardín","durante","el","fin","Incong",568,"NO",1,"F",5418,1,"F"
"6525","8","A8684","Spanish",2,508,"Mono","Sentence","IC_Flanker_Sent",8,"perfect","part",14,3,9,3,10,2,"El vendedor confirmó que los coleccionistas han importado las esculturas de India.",347,472,375,406,440,407,"6","7","8","9","10","11","coleccionistas","han","importado","las","esculturas","de","Incong",619,"NO",1,"J",1158,1,"J"
"6526","8","A8684","Spanish",2,513,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",5,2,7,3,3,7,"La maestra buscó la escuela con las mejores aulas.",358,377,375,300,377,308,"3","4","5","6","7","8","buscó","la","escuela","con","las","mejores","Incong",556,"NO",1,"F",2483,1,"J"
"6527","8","A8684","Spanish",2,519,"CS","Sentence","CI_Flanker_Sent",8,"perfect","part",7,3,8,5,4,2,"El empleado supone que sus colegas han notified their boss of the accident.",335,374,374,554,423,358,"6","7","8","9","10","11","colegas","han","notified","their","boss","of","Cong",608,"NO",1,"F",2834,0,"F"
"6528","8","A8684","Spanish",2,522,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",4,2,5,2,2,4,"La bebé tomó la leche de su mamá.",802,459,437,363,367,477,"3","4","5","6","7","8","tomó","la","leche","de","su","mamá.","Incong",702,"NO",1,"J",1830,1,"J"
"6529","1","H2700","English",1,19,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",3,3,5,4,3,8,"The pianist won the prize with his original song.",320,295,321,344,319,297,"3","4","5","6","7","8","won","the","prize","with","his","original","Cong",458,"NO",1,"J",1919,1,"F"
"6530","1","H2700","English",1,24,"Mono","Sentence","CC_Flanker_Sent",7,"perfect","aux",3,13,4,5,3,12,"The dean noticed that the receptionists have filed the applications in alphabetical order.",210,239,615,362,567,537,"5","6","7","8","9","10","the","receptionists","have","filed","the","applications","Cong",413,"NO",1,"F",2054,1,"F"
"6531","1","H2700","English",1,29,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",4,2,5,2,4,7,"El luchador ganó la fight in five minutes.",328,289,264,448,351,329,"3","4","5","6","7","8","ganó","la","fight","in","five","minutes.","Incong",569,"NO",1,"F",2810,1,"J"
"6532","1","H2700","English",1,34,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",4,3,4,2,3,7,"The winner felt the gaze of his jealous adversary.",295,281,384,375,361,600,"3","4","5","6","7","8","felt","the","gaze","of","his","jealous","Incong",437,"NO",1,"F",1923,1,"F"
"6533","1","H2700","English",1,39,"Mono","Sentence","IC_Flanker_Sent",11,"det-noun","masc",7,3,6,6,2,9,"Actually%2C the chair from the kitchen is sealed because the owners bought it yesterday.",448,336,241,272,416,440,"9","10","11","12","13","14","because","the","owners","bought","it","yesterday.","Incong",447,"NO",0,"J",2377,1,"F"
"6534","1","H2700","English",1,45,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,11,4,6,3,9,"El dueño dijo que los arquitectos have signed the documents for the construction.",255,304,337,304,351,265,"5","6","7","8","9","10","los","arquitectos","have","signed","the","documents","Incong",920,"NO",1,"J",2398,0,"F"
"6535","1","H2700","English",1,50,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,8,4,8,3,7,"The nurse discovered that the surgeons have deceived the patient about his illness.",320,431,345,303,745,416,"5","6","7","8","9","10","the","surgeons","have","deceived","the","patient","Incong",573,"NO",1,"J",1380,1,"F"
"6536","1","H2700","English",1,58,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",4,2,4,3,3,9,"La muchacha tiró el bone for her energetic dog.",415,520,328,391,1162,503,"3","4","5","6","7","8","tiró","el","bone","for","her","energetic","Cong",500,"NO",1,"F",1399,1,"J"
"6537","1","H2700","English",1,63,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",6,3,4,2,3,6,"The orchestra played the song by the German composer.",335,353,296,366,369,456,"3","4","5","6","7","8","played","the","song","by","the","German","Incong",511,"NO",1,"F",1337,1,"F"
"6538","1","H2700","English",1,68,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",5,3,6,3,3,7,"The president wrote the letter for the senator.",376,376,272,263,304,352,"3","4","5","6","7","8","wrote","the","letter","for","the","senator.","Incong",466,"NO",1,"F",1407,1,"J"
"6539","1","H2700","English",1,74,"CS","Sentence","CI_Flanker_Sent",11,"det-noun","masc",2,2,5,2,5,0,"Asombrosamente%2C el detective encontró el violín que perdió en el south of Italy.",280,311,289,400,399,NA,"9","10","11","12","13",NA,"en","el","south","of","Italy.",NA,"Cong",679,"NO",1,"J",1468,1,"J"
"6540","1","H2700","English",1,80,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,11,3,9,3,3,"El director dijo que los productores are preparing the set for the movie.",273,279,529,592,479,360,"5","6","7","8","9","10","los","productores","are","preparing","the","set","Incong",1014,"YES",NA,"F",1342,1,"J"
"6541","1","H2700","English",1,86,"CS","Sentence","II_Flanker_Sent",7,"perfect","aux",3,12,4,6,3,8,"La superintendente garantiza que los instructores have tested the students appropriately.",287,232,488,345,415,337,"5","6","7","8","9","10","los","instructores","have","tested","the","students","Incong",732,"NO",1,"J",2081,1,"J"
"6542","1","H2700","English",1,91,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","masc",5,3,4,2,3,9,"The athlete hated the heat of the afternoon.",400,503,488,328,296,585,"3","4","5","6","7","8","hated","the","heat","of","the","afternoon.","Cong",427,"NO",1,"F",2030,1,"J"
"6543","1","H2700","English",1,94,"CS","Sentence","II_Flanker_Sent",8,"progressive","part",11,5,6,3,8,2,"El supervisor mencionó que los carpinteros están fixing the cabinets in the kitchen.",352,527,464,384,344,337,"6","7","8","9","10","11","carpinteros","están","fixing","the","cabinets","in","Incong",798,"NO",1,"F",1418,1,"J"
"6544","1","H2700","English",1,99,"Mono","Sentence","CC_Flanker_Sent",6,"det-noun","fem",8,3,5,4,3,7,"The young boy explored the house with his friends.",319,353,391,368,328,433,"4","5","6","7","8","9","explored","the","house","with","his","friends.","Cong",407,"NO",1,"J",1496,1,"F"
"6545","1","H2700","English",1,104,"Mono","Sentence","CC_Flanker_Sent",6,"det-noun","fem",10,3,9,2,3,5,"The old woman remembered the happiness of her youth.",615,464,616,408,336,361,"4","5","6","7","8","9","remembered","the","happiness","of","her","youth.","Cong",368,"NO",1,"F",1674,1,"J"
"6546","1","H2700","English",1,107,"CS","Sentence","II_Flanker_Sent",11,"det-noun","masc",2,3,9,2,3,4,"La planta suministra electricidad y contrata a muchos de los residents in the city.",329,263,225,207,552,376,"9","10","11","12","13","14","de","los","residents","in","the","city.","Incong",896,"NO",1,"J",2076,1,"J"
"6547","1","H2700","English",1,113,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,8,3,8,3,4,"The chef thinks that the tourists are enjoying the food at his gourmet restaurant.",321,287,344,321,368,343,"5","6","7","8","9","10","the","tourists","are","enjoying","the","food","Incong",787,"NO",1,"J",2148,1,"F"
"6548","1","H2700","English",1,118,"CS","Sentence","II_Flanker_Sent",7,"progressive","aux",3,12,3,10,3,8,"Los científicos saben que los experimentos are increasing the expenses.",279,553,345,351,321,335,"5","6","7","8","9","10","los","experimentos","are","increasing","the","expenses.","Incong",870,"NO",1,"F",2015,1,"J"
"6549","1","H2700","English",1,123,"Mono","Sentence","CC_Flanker_Sent",7,"perfect","aux",3,7,4,8,3,7,"The professor announced that the editors have approved her article for the journal.",303,240,257,320,344,328,"5","6","7","8","9","10","the","editors","have","approved","her","article","Cong",423,"NO",1,"F",1238,0,"J"
"6550","1","H2700","English",1,129,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,10,3,7,3,9,"El abogado descubrió que los criminales are bribing the policeman to destroy the evidence.",343,344,328,335,337,320,"5","6","7","8","9","10","los","criminales","are","bribing","the","policeman","Cong",842,"NO",1,"F",2527,1,"J"
"6551","1","H2700","English",1,135,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,8,4,8,3,7,"El sargento garantizó que los soldados have prepared the weapons for the mission.",296,313,343,288,216,192,"5","6","7","8","9","10","los","soldados","have","prepared","the","weapons","Cong",626,"NO",1,"J",2369,1,"F"
"6552","1","H2700","English",1,140,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",7,5,8,5,8,4,"El entrenador notó que los atletas están grabbing their uniforms from the pile.",297,328,311,520,256,360,"6","7","8","9","10","11","atletas","están","grabbing","their","uniforms","from","Cong",433,"NO",1,"F",1306,1,"J"
"6553","1","H2700","English",1,146,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",8,2,4,2,3,7,"La criada encontró el soap in the cabinet.",400,336,312,320,304,1088,"3","4","5","6","7","8","encontró","el","soap","in","the","cabinet.","Incong",930,"NO",1,"F",1573,1,"F"
"6554","1","H2700","English",1,151,"Mono","Sentence","CC_Flanker_Sent",10,"det-noun","masc",2,3,3,2,3,4,"All of the models surrounded the designer at the end of the show.",336,296,216,320,199,489,"8","9","10","11","12","13","at","the","end","of","the","show.","Cong",605,"NO",1,"J",2409,1,"F"
"6555","1","H2700","English",1,157,"Mono","Sentence","CC_Flanker_Sent",5,"det-noun","fem",5,3,6,2,3,4,"The technician fixed the screen in the very old classroom.",384,320,296,304,272,184,"3","4","5","6","7","8","fixed","the","screen","in","the","very","Cong",612,"NO",1,"J",1718,1,"F"
"6556","1","H2700","English",1,162,"CS","Sentence","CI_Flanker_Sent",7,"perfect","aux",3,10,4,8,5,8,"El abogado garantizó que los criminales have improved their behavior in jail.",241,208,232,248,224,224,"5","6","7","8","9","10","los","criminales","have","improved","their","behavior","Cong",396,"NO",1,"F",1729,1,"F"
"6557","1","H2700","English",1,165,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",9,3,7,3,4,2,"The guard said that the prisoners are cooking the food in the kitchen.",224,216,248,232,201,176,"6","7","8","9","10","11","prisoners","are","cooking","the","food","in","Incong",670,"NO",1,"F",1306,1,"F"
"6558","1","H2700","English",1,170,"Mono","Sentence","IC_Flanker_Sent",7,"perfect","aux",3,8,4,9,3,8,"The composer says that the pianists have practiced the symphony for the concert.",192,176,176,343,393,312,"5","6","7","8","9","10","the","pianists","have","practiced","the","symphony","Incong",300,"NO",0,"F",4809,1,"J"
"6559","1","H2700","English",1,175,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",4,2,4,2,3,3,"El profesor tomó la beer in the bar last night.",217,303,225,215,201,184,"3","4","5","6","7","8","tomó","la","beer","in","the","bar","Incong",524,"NO",1,"F",1406,1,"F"
"6560","1","H2700","English",1,180,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","masc",3,2,6,2,3,7,"La dueña oyó el scream of the furious client.",240,256,240,207,217,224,"3","4","5","6","7","8","oyó","el","scream","of","the","furious","Cong",487,"NO",1,"J",2747,1,"F"
"6561","1","H2700","English",1,185,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",5,2,3,4,3,5,"La electricista tiene la box with her tools.",463,289,208,160,375,343,"3","4","5","6","7","8","tiene","la","box","with","her","tools.","Cong",459,"NO",1,"F",2342,0,"F"
"6562","1","H2700","English",1,190,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",5,2,5,7,3,5,"El caballero cruzó el river despite the rapid currents.",304,255,209,200,224,287,"3","4","5","6","7","8","cruzó","el","river","despite","the","rapid","Incong",442,"NO",1,"F",2088,1,"F"
"6563","1","H2700","English",1,198,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",8,2,6,2,3,13,"La bióloga encontró la source of the contamination.",479,321,272,248,248,688,"3","4","5","6","7","8","encontró","la","source","of","the","contamination.","Incong",538,"NO",1,"F",2007,1,"J"
"6564","1","H2700","English",1,204,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",4,2,4,4,3,5,"El astrónomo miró la moon with his large telescope.",1128,241,240,528,224,208,"3","4","5","6","7","8","miró","la","moon","with","his","large","Cong",573,"NO",1,"J",1684,1,"F"
"6565","1","H2700","English",1,210,"Mono","Sentence","IC_Flanker_Sent",7,"progressive","aux",3,8,3,8,5,5,"The teacher supposes that the students are checking their email in the library.",297,320,303,273,256,295,"5","6","7","8","9","10","the","students","are","checking","their","email","Incong",966,"NO",1,"F",2765,1,"F"
"6566","1","H2700","English",1,213,"Mono","Sentence","CC_Flanker_Sent",8,"progressive","part",8,3,10,3,5,3,"The reporter confirmed that the senators are requesting the funds for the project.",192,303,233,232,288,263,"6","7","8","9","10","11","senators","are","requesting","the","funds","for","Cong",587,"NO",1,"F",1652,1,"J"
"6567","1","H2700","English",1,218,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,10,3,8,5,4,"The secretary said that the assistants are accusing their boss of fraud.",239,257,256,345,406,296,"5","6","7","8","9","10","the","assistants","are","accusing","their","boss","Cong",357,"NO",1,"F",1596,1,"F"
"6568","1","H2700","English",1,226,"Mono","Sentence","CC_Flanker_Sent",8,"perfect","part",9,4,8,3,5,2,"The journalist announced that the musicians have produced the album in the studio.",225,287,335,369,289,320,"6","7","8","9","10","11","musicians","have","produced","the","album","in","Cong",413,"NO",1,"J",1392,1,"F"
"6569","1","H2700","English",1,232,"CS","Sentence","CI_Flanker_Sent",8,"perfect","part",7,3,10,5,3,2,"El entrenador piensa que los atletas han celebrated their win at the bar.",216,209,207,200,424,264,"6","7","8","9","10","11","atletas","han","celebrated","their","win","at","Cong",654,"NO",1,"F",2622,1,"J"
"6570","1","H2700","English",1,237,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",8,3,4,3,3,4,"The sailor explored the lake and its deep caves.",272,272,297,263,280,257,"3","4","5","6","7","8","explored","the","lake","and","its","deep","Incong",357,"NO",0,"J",1470,1,"J"
"6571","1","H2700","English",1,243,"CS","Sentence","II_Flanker_Sent",8,"perfect","part",7,3,6,1,8,4,"El reportero dijo que las modelos han signed a contract with the agency.",297,368,312,448,312,280,"6","7","8","9","10","11","modelos","han","signed","a","contract","with","Incong",929,"NO",1,"J",3031,1,"J"
"6572","1","H2700","English",1,249,"CS","Sentence","CI_Flanker_Sent",5,"det-noun","fem",9,2,6,2,3,7,"Los voluntarios limpiaron la street in the morning.",352,417,407,377,784,680,"3","4","5","6","7","8","limpiaron","la","street","in","the","morning.","Cong",804,"NO",1,"J",2224,1,"F"
"6573","1","H2700","English",1,252,"Mono","Sentence","IC_Flanker_Sent",8,"perfect","part",9,4,7,3,5,2,"The investigator thinks that the gangsters have shipped the drugs to New York City.",391,321,264,360,328,360,"6","7","8","9","10","11","gangsters","have","shipped","the","drugs","to","Incong",796,"NO",1,"J",2280,1,"F"
"6574","1","H2700","English",1,258,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","masc",9,3,4,2,3,6,"The miner extracted the iron in the center of the mountain.",391,296,224,632,216,177,"3","4","5","6","7","8","extracted","the","iron","in","the","center","Incong",862,"NO",1,"J",1874,1,"F"
"6575","1","H2700","English",1,263,"CS","Sentence","CI_Flanker_Sent",7,"progressive","aux",3,8,3,10,1,10,"La enfermera afirmó que los doctores are consulting a specialist about the results.",217,215,256,256,344,264,"5","6","7","8","9","10","los","doctores","are","consulting","a","specialist","Cong",392,"NO",1,"J",1557,1,"F"
"6576","1","H2700","English",1,268,"Mono","Sentence","CC_Flanker_Sent",7,"progressive","aux",3,7,3,9,3,6,"The accountant thinks that the bankers are preparing the report for the supervisors.",248,224,329,247,345,328,"5","6","7","8","9","10","the","bankers","are","preparing","the","report","Cong",369,"NO",1,"J",2220,1,"J"
"6577","1","H2700","English",2,273,"CS","Sentence","CI_Flanker_Sent",8,"progressive","part",8,5,11,3,6,3,"El arquitecto supone que los pintores están considering the colors for the house.",271,289,280,327,280,281,"6","7","8","9","10","11","pintores","están","considering","the","colors","for","Cong",377,"NO",1,"F",2040,1,"F"
"6578","1","H2700","English",2,278,"Mono","Sentence","CC_Flanker_Sent",10,"det-noun","masc",2,3,10,6,6,0,"The children were laughing as they ran to the playground during recess.",256,225,223,361,376,NA,"8","9","10","11","12",NA,"to","the","playground","during","recess.",NA,"Cong",208,"NO",1,"F",3931,1,"F"
"6579","1","H2700","English",2,283,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",4,2,8,2,3,8,"El niño dejó la magazine in his backpack yesterday.",256,249,239,361,344,280,"3","4","5","6","7","8","dejó","la","magazine","in","his","backpack","Incong",543,"NO",1,"F",1487,1,"J"
"6580","1","H2700","English",2,288,"Mono","Sentence","IC_Flanker_Sent",8,"progressive","part",8,3,10,5,7,2,"The adviser said that his students are presenting their results at the conference.",263,288,273,407,425,535,"6","7","8","9","10","11","students","are","presenting","their","results","at","Incong",520,"NO",1,"J",1962,1,"F"
"6581","1","H2700","English",2,293,"CS","Sentence","II_Flanker_Sent",5,"det-noun","fem",3,2,5,2,3,8,"El príncipe vio la tower of the enormous castle.",384,208,169,399,176,249,"3","4","5","6","7","8","vio","la","tower","of","the","enormous","Incong",496,"NO",1,"J",1432,1,"F"
"6582","1","H2700","English",2,299,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",4,3,3,2,3,6,"The secretary lost the key to the office again.",248,208,201,176,183,184,"3","4","5","6","7","8","lost","the","key","to","the","office","Incong",583,"NO",0,"F",1444,1,"F"
"6583","1","H2700","English",2,305,"Mono","Sentence","IC_Flanker_Sent",5,"det-noun","fem",3,3,6,4,1,3,"The boy cut the branch with a big axe.",185,200,215,192,184,168,"3","4","5","6","7","8","cut","the","branch","with","a","big","Incong",602,"NO",1,"J",1366,1,"F"
"6584","1","H2700","English",2,311,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",7,2,4,2,3,7,"El mago cumplió el wish of the curious little girl.",192,208,200,192,177,159,"3","4","5","6","7","8","cumplió","el","wish","of","the","curious","Incong",804,"NO",1,"F",3419,1,"F"
"6585","1","H2700","English",2,317,"CS","Sentence","II_Flanker_Sent",5,"det-noun","masc",8,2,4,2,5,2,"Mi papá encendió el fire in front of the tent.",192,168,200,169,183,176,"3","4","5","6","7","8","encendió","el","fire","in","front","of","Incong",857,"NO",1,"F",5275,1,"F"
